year,statefip,incwage,rentgrs,foodstmp,age,sex,marst,race,hispan,labforce,school
2018,utah,58000,0,no,21,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2018,new jersey,999999,0,no,9,female,never married/single,white,other,n/a,"yes, in school"
2018,texas,47000,0,no,48,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,texas,999999,0,no,9,female,never married/single,white,mexican,n/a,"yes, in school"
2018,georgia,999999,900,no,4,female,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2018,kansas,53000,0,no,35,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,arizona,999999,780,no,8,male,never married/single,american indian or alaska native,not hispanic,n/a,"yes, in school"
2018,alaska,12000,0,yes,51,female,"married, spouse present",american indian or alaska native,not hispanic,"yes, in the labor force","no, not in school"
2018,minnesota,0,0,no,77,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,illinois,25000,0,no,39,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,texas,0,0,no,60,female,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2018,indiana,0,0,no,85,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,oregon,0,1278,no,26,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,missouri,999999,0,no,0,female,never married/single,white,not hispanic,n/a,n/a
2018,connecticut,0,0,no,16,female,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","yes, in school"
2018,california,21600,0,no,50,female,"married, spouse present","other race, nec",mexican,"yes, in the labor force","no, not in school"
2018,connecticut,20000,0,yes,57,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,pennsylvania,75000,1988,no,31,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,new jersey,0,0,no,22,male,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2018,california,31000,0,no,24,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,delaware,70000,990,no,25,female,never married/single,other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2018,minnesota,25000,0,no,28,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,new york,150000,0,no,37,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,california,225000,0,no,29,female,never married/single,chinese,not hispanic,"yes, in the labor force","no, not in school"
2018,iowa,0,0,yes,45,female,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2018,texas,999999,0,no,8,male,never married/single,white,not hispanic,n/a,"yes, in school"
2018,michigan,75000,0,no,51,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,south dakota,32000,560,no,61,female,separated,american indian or alaska native,not hispanic,"yes, in the labor force","no, not in school"
2018,texas,0,0,no,16,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2018,maryland,0,0,no,45,male,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2018,washington,60000,0,no,25,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,ohio,0,0,no,66,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,kentucky,0,0,no,81,female,"married, spouse absent",white,not hispanic,"no, not in the labor force","no, not in school"
2018,texas,65000,0,no,45,male,"married, spouse present",white,mexican,"yes, in the labor force","no, not in school"
2018,south carolina,10000,0,no,58,male,separated,white,not hispanic,"yes, in the labor force","no, not in school"
2018,new hampshire,0,0,no,64,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,hawaii,45000,0,no,36,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,north carolina,89000,0,no,33,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,california,25000,2200,no,24,male,never married/single,"other race, nec",mexican,"yes, in the labor force","no, not in school"
2018,arizona,999999,0,yes,11,female,never married/single,american indian or alaska native,not hispanic,n/a,"yes, in school"
2018,ohio,15000,650,no,62,female,separated,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2018,mississippi,0,0,no,41,female,"married, spouse absent",white,not hispanic,"no, not in the labor force","no, not in school"
2018,florida,0,0,no,65,male,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2018,florida,1800,1930,no,18,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2018,south carolina,85000,0,no,33,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,north carolina,15000,1340,no,30,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2018,massachusetts,0,0,no,64,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,california,0,0,no,62,female,"married, spouse present",chinese,not hispanic,"no, not in the labor force","no, not in school"
2018,minnesota,999999,0,yes,1,female,never married/single,white,not hispanic,n/a,n/a
2018,minnesota,999999,0,no,15,female,never married/single,white,not hispanic,n/a,"no, not in school"
2018,missouri,58000,0,no,63,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2018,colorado,0,0,no,55,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,ohio,20000,0,no,58,female,"married, spouse absent",white,not hispanic,"yes, in the labor force","no, not in school"
2018,california,34000,0,no,22,female,"married, spouse present","other race, nec",puerto rican,"yes, in the labor force","yes, in school"
2018,georgia,8000,965,no,16,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2018,pennsylvania,999999,987,no,15,female,never married/single,white,not hispanic,n/a,"yes, in school"
2018,arizona,19000,760,yes,21,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,georgia,49000,0,no,28,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,oklahoma,36000,0,no,45,male,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2018,maryland,0,0,no,78,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,florida,57000,1477,no,30,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,north carolina,16800,0,yes,57,male,"married, spouse present","other race, nec",mexican,"yes, in the labor force","no, not in school"
2018,michigan,26000,0,no,47,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,new york,999999,0,no,9,male,never married/single,white,not hispanic,n/a,"yes, in school"
2018,tennessee,0,0,no,16,male,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2018,north carolina,0,716,no,74,male,"married, spouse present",black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2018,oklahoma,999999,642,no,13,female,never married/single,two major races,not hispanic,n/a,"yes, in school"
2018,virginia,0,800,yes,44,female,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2018,california,999999,0,no,5,female,never married/single,chinese,not hispanic,n/a,"yes, in school"
2018,new york,999999,0,no,11,female,never married/single,white,not hispanic,n/a,"yes, in school"
2018,south carolina,0,0,no,59,male,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2018,new jersey,30000,1610,no,43,male,"married, spouse present",white,mexican,"yes, in the labor force","no, not in school"
2018,california,0,1464,yes,68,female,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2018,maryland,999999,0,no,8,female,never married/single,white,not hispanic,n/a,"yes, in school"
2018,oregon,0,0,no,41,female,"married, spouse present","other race, nec",mexican,"no, not in the labor force","no, not in school"
2018,arkansas,29000,0,no,52,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,missouri,999999,0,no,15,female,never married/single,white,not hispanic,n/a,"yes, in school"
2018,kansas,999999,0,yes,4,female,never married/single,other asian or pacific islander,not hispanic,n/a,"no, not in school"
2018,illinois,999999,0,no,2,male,never married/single,other asian or pacific islander,not hispanic,n/a,n/a
2018,mississippi,40000,0,no,27,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,florida,999999,0,no,2,female,never married/single,white,not hispanic,n/a,n/a
2018,texas,999999,0,no,3,male,never married/single,white,not hispanic,n/a,"yes, in school"
2018,tennessee,0,270,no,68,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2018,georgia,0,0,no,19,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","yes, in school"
2018,utah,24000,0,no,31,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,florida,0,0,no,80,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2018,new york,54000,1610,no,33,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,iowa,0,0,no,78,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2018,california,75000,2404,no,25,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,south carolina,6000,0,no,26,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2018,texas,0,0,no,60,male,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2018,hawaii,999999,3430,no,13,male,never married/single,white,mexican,n/a,"yes, in school"
2018,iowa,65000,0,no,43,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,illinois,20200,0,no,55,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,california,999999,1590,yes,3,male,never married/single,"other race, nec",mexican,n/a,"no, not in school"
2018,district of columbia,999999,0,no,4,male,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2018,california,15000,930,no,26,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,arkansas,30000,0,no,40,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,california,0,3280,no,17,female,never married/single,other asian or pacific islander,not hispanic,"no, not in the labor force","yes, in school"
2018,california,20000,2540,no,20,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,virginia,0,0,no,60,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,rhode island,10,0,no,37,male,never married/single,white,other,"yes, in the labor force","no, not in school"
2018,pennsylvania,22000,0,no,50,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,pennsylvania,3000,0,no,22,female,never married/single,other asian or pacific islander,not hispanic,"yes, in the labor force","yes, in school"
2018,montana,20000,812,no,22,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,virginia,0,0,no,41,male,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2018,virginia,0,0,no,94,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2018,illinois,50000,0,no,36,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,idaho,0,0,no,76,male,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2018,new mexico,78000,0,no,47,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,florida,15000,1060,no,59,female,"married, spouse present",white,cuban,"yes, in the labor force","no, not in school"
2018,texas,0,0,no,43,female,"married, spouse absent",white,not hispanic,"no, not in the labor force","no, not in school"
2018,new york,0,0,no,95,male,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2018,oregon,550,0,no,17,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2018,massachusetts,28000,0,no,47,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,michigan,0,0,no,17,male,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","yes, in school"
2018,missouri,11400,0,no,30,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,new jersey,999999,0,no,11,female,never married/single,white,not hispanic,n/a,"yes, in school"
2018,indiana,0,0,no,71,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,alabama,0,0,no,88,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,rhode island,50000,0,no,50,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,california,26000,1010,yes,24,male,never married/single,two major races,mexican,"yes, in the labor force","no, not in school"
2018,michigan,1200,0,no,19,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2018,california,12000,1620,yes,21,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2018,michigan,0,0,no,85,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2018,florida,0,0,no,76,female,divorced,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2018,new york,0,0,no,48,male,never married/single,white,mexican,"no, not in the labor force","no, not in school"
2018,washington,0,0,no,62,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,washington,120000,0,no,47,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,texas,999999,0,no,2,male,never married/single,other asian or pacific islander,not hispanic,n/a,n/a
2018,montana,999999,900,yes,15,female,never married/single,white,not hispanic,n/a,"yes, in school"
2018,kentucky,0,1240,no,67,female,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2018,pennsylvania,0,1137,yes,16,female,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2018,maryland,14000,1100,no,22,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2018,north carolina,62000,0,no,46,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,kansas,6000,0,no,19,male,never married/single,two major races,not hispanic,"no, not in the labor force","yes, in school"
2018,new york,660000,0,no,47,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,illinois,32300,0,no,66,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,pennsylvania,30000,670,no,22,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,michigan,137000,0,no,63,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,texas,0,729,no,17,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2018,california,4000,0,no,21,male,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2018,massachusetts,110000,0,no,59,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2018,new jersey,73000,0,no,49,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,ohio,999999,0,no,7,male,never married/single,white,not hispanic,n/a,"yes, in school"
2018,illinois,0,0,no,79,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,pennsylvania,6500,0,yes,20,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,illinois,0,0,no,17,male,never married/single,white,puerto rican,"no, not in the labor force","yes, in school"
2018,michigan,0,0,no,61,female,divorced,black/african american/negro,not hispanic,"no, not in the labor force","yes, in school"
2018,tennessee,0,0,no,63,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2018,new york,20000,0,no,65,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,new jersey,0,0,no,24,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2018,florida,20000,0,no,43,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,colorado,999999,0,no,13,female,never married/single,white,mexican,n/a,"yes, in school"
2018,iowa,0,0,no,95,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2018,north carolina,15000,1001,yes,33,male,never married/single,white,mexican,"yes, in the labor force","no, not in school"
2018,virginia,8000,2443,no,37,female,never married/single,"other race, nec",other,"no, not in the labor force","no, not in school"
2018,texas,60000,0,no,32,male,"married, spouse present",white,other,"yes, in the labor force","no, not in school"
2018,arkansas,0,848,no,19,female,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2018,louisiana,0,0,no,60,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,florida,18000,1432,no,25,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2018,washington,29100,1360,no,59,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2018,michigan,30000,0,no,62,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,louisiana,0,0,no,70,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,massachusetts,65000,0,no,51,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2018,nebraska,999999,0,no,13,male,never married/single,white,not hispanic,n/a,"yes, in school"
2018,tennessee,50000,0,no,51,female,"married, spouse present",other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2018,michigan,0,0,no,56,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2018,california,0,0,no,70,female,"married, spouse present",white,mexican,"no, not in the labor force","no, not in school"
2018,washington,28000,0,no,36,female,"married, spouse present",two major races,not hispanic,"yes, in the labor force","no, not in school"
2018,oklahoma,0,0,no,81,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,arizona,55000,0,yes,49,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2019,massachusetts,42000,0,no,59,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,tennessee,25000,0,no,38,male,"married, spouse present","other race, nec",not hispanic,"yes, in the labor force","no, not in school"
2019,tennessee,20000,0,no,56,male,divorced,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2019,washington,999999,0,no,2,male,never married/single,white,mexican,n/a,n/a
2019,michigan,0,0,no,77,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,virginia,68000,3803,no,24,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2019,missouri,0,0,yes,48,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2019,texas,0,1040,no,28,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2019,louisiana,0,0,no,59,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,california,105000,0,no,33,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2019,washington,30000,0,no,27,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2019,massachusetts,91000,0,no,39,male,never married/single,chinese,not hispanic,"yes, in the labor force","no, not in school"
2019,hawaii,0,1100,no,58,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2019,north carolina,0,0,no,72,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,michigan,0,0,no,80,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2019,new jersey,0,0,no,90 (90+ in 1980 and 1990),female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2019,california,15000,2280,no,59,female,"married, spouse present",other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2019,new york,20000,2700,yes,23,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2019,arizona,0,0,yes,17,male,never married/single,american indian or alaska native,not hispanic,"no, not in the labor force","yes, in school"
2019,texas,0,0,no,48,female,"married, spouse present",white,mexican,"no, not in the labor force","no, not in school"
2019,north carolina,0,0,yes,74,male,widowed,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2019,indiana,999999,0,no,2,female,never married/single,white,not hispanic,n/a,n/a
2019,florida,0,0,no,68,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,new york,30000,900,yes,39,female,widowed,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2019,arizona,0,0,no,82,female,widowed,american indian or alaska native,not hispanic,"no, not in the labor force","no, not in school"
2019,pennsylvania,34000,0,no,30,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,texas,125000,0,no,38,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,new jersey,200000,0,no,53,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,connecticut,14000,0,no,61,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,florida,52000,0,no,63,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,texas,150000,0,no,59,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,south dakota,0,0,no,59,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,georgia,0,0,no,72,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2019,wisconsin,60000,0,no,54,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,colorado,2500,0,no,70,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2019,nebraska,999999,0,yes,4,male,never married/single,white,not hispanic,n/a,"no, not in school"
2019,ohio,31600,407,no,51,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2019,utah,150000,0,no,61,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,california,60000,1725,no,27,male,"married, spouse present",white,mexican,"yes, in the labor force","no, not in school"
2019,new jersey,15000,0,no,24,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2019,wisconsin,37000,0,no,58,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2019,texas,999999,0,no,9,male,never married/single,white,not hispanic,n/a,"yes, in school"
2019,wisconsin,0,0,no,77,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,california,999999,0,no,4,male,never married/single,white,not hispanic,n/a,"no, not in school"
2019,ohio,0,0,yes,65,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2019,south carolina,0,1050,no,87,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2019,ohio,17900,0,no,51,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2019,texas,999999,1205,no,2,male,never married/single,"other race, nec",other,n/a,n/a
2019,california,1200,0,no,30,male,"married, spouse absent",white,not hispanic,"yes, in the labor force","no, not in school"
2019,michigan,0,1050,no,59,female,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2019,minnesota,23000,0,no,61,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,georgia,999999,840,no,8,male,never married/single,"other race, nec",other,n/a,"yes, in school"
2019,oklahoma,0,1000,yes,47,male,divorced,white,mexican,"no, not in the labor force","no, not in school"
2019,georgia,130000,0,no,39,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,mississippi,0,0,no,81,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,utah,4000,0,no,53,female,"married, spouse present",white,not hispanic,"yes, in the labor force","yes, in school"
2019,new jersey,5400,0,no,54,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,colorado,0,0,no,93,male,widowed,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2019,florida,48000,0,yes,40,male,"married, spouse present",white,mexican,"yes, in the labor force","no, not in school"
2019,california,33400,900,no,30,female,separated,two major races,mexican,"yes, in the labor force","no, not in school"
2019,oklahoma,11000,1101,no,35,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2019,missouri,34000,670,no,29,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2019,new york,29000,1490,yes,48,male,"married, spouse present","other race, nec",other,"yes, in the labor force","no, not in school"
2019,alabama,0,0,no,55,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2019,georgia,0,0,no,58,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,texas,61000,1934,no,29,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,hawaii,0,0,no,47,female,"married, spouse present",japanese,not hispanic,"yes, in the labor force","no, not in school"
2019,mississippi,30000,720,no,46,female,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2019,florida,20000,0,no,24,female,never married/single,white,mexican,"yes, in the labor force","no, not in school"
2019,wisconsin,0,0,no,62,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,oregon,99000,0,no,59,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2019,ohio,81000,0,no,27,male,never married/single,two major races,not hispanic,"yes, in the labor force","no, not in school"
2019,nevada,24000,1445,no,27,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2019,kansas,34800,0,no,32,male,"married, spouse present",white,not hispanic,"yes, in the labor force","yes, in school"
2019,alabama,999999,0,no,7,female,never married/single,white,not hispanic,n/a,"yes, in school"
2019,california,0,0,no,58,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,texas,0,0,no,69,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,alaska,28000,0,no,52,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2019,illinois,999999,0,no,13,female,never married/single,white,not hispanic,n/a,"yes, in school"
2019,north carolina,6400,1450,no,35,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,florida,0,1444,no,21,male,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2019,maryland,20000,1240,yes,43,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2019,kansas,60000,0,no,45,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,georgia,15000,0,no,51,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,florida,80000,0,no,31,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,wisconsin,42000,0,no,20,male,never married/single,white,puerto rican,"no, not in the labor force","yes, in school"
2019,south carolina,54000,0,no,47,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,massachusetts,85000,0,no,43,male,"married, spouse present",white,not hispanic,"yes, in the labor force","yes, in school"
2019,florida,0,0,no,39,female,"married, spouse present",white,puerto rican,"no, not in the labor force","no, not in school"
2019,florida,13000,970,yes,56,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2019,california,999999,2484,no,15,female,never married/single,white,mexican,n/a,"yes, in school"
2019,california,0,0,no,82,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2019,pennsylvania,40000,0,no,24,female,never married/single,other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2019,virginia,999999,0,no,6,male,never married/single,white,not hispanic,n/a,"yes, in school"
2019,illinois,21000,1450,no,30,male,"married, spouse absent","other race, nec",mexican,"yes, in the labor force","no, not in school"
2019,florida,0,1050,no,71,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2019,maryland,104000,1390,no,54,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,illinois,0,0,no,28,female,"married, spouse present",white,not hispanic,"no, not in the labor force","yes, in school"
2019,kentucky,0,0,yes,82,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2019,delaware,0,0,no,16,female,never married/single,two major races,not hispanic,"no, not in the labor force","yes, in school"
2019,texas,75000,0,no,40,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,georgia,35000,0,no,21,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2019,florida,999999,0,no,6,male,never married/single,white,not hispanic,n/a,"yes, in school"
2019,arizona,0,0,yes,24,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2019,virginia,130000,0,no,55,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2019,illinois,999999,0,no,3,female,never married/single,white,mexican,n/a,"yes, in school"
2019,california,999999,2450,no,11,female,never married/single,other asian or pacific islander,not hispanic,n/a,"yes, in school"
2019,new york,65000,4060,no,25,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2019,texas,0,0,no,33,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2019,ohio,999999,0,no,14,female,never married/single,chinese,not hispanic,n/a,"yes, in school"
2019,texas,60000,0,no,44,male,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2019,missouri,50000,0,no,54,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
